,index,molecule_chembl_id,canonical_smiles,standard_value,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,norm_value,pIC50
37,39,CHEMBL543361,CN(C)CC(CSCCN)C(=O)c1ccc(OCc2ccccc2)cc1.Cl,50000.0,inactive,408.9950000000001,3.7398000000000025,1.0,5.0,50000.0,4.301029995663981
38,40,CHEMBL151546,NC(=O)Nc1cccc2c1C(=O)c1c(-c3csc(Cl)c3)n[nH]c1-2,60000.0,inactive,344.783,3.4936000000000016,3.0,4.0,60000.0,4.221848749616356
39,41,CHEMBL78249,N#CC(Cc1ccc(O)c(O)c1)C(=N)S,100000.0,inactive,222.269,1.6871500000000001,4.0,4.0,100000.0,4.0
40,42,CHEMBL543362,CN(C)CCCC(=O)c1ccc(OCc2ccccc2)cc1.Cl,100000.0,inactive,333.85900000000004,4.2119000000000035,0.0,3.0,100000.0,4.0
41,43,CHEMBL544770,CN(C)CCC(=O)c1ccc(OCc2ccccc2)cc1.Cl,100000.0,inactive,319.832,3.8218000000000023,0.0,3.0,100000.0,4.0
42,44,CHEMBL542893,Cl.O=C(CCN1CCOCC1)c1ccc(OCc2ccccc2)cc1,100000.0,inactive,361.86899999999997,3.5924000000000036,0.0,4.0,100000.0,4.0
43,45,CHEMBL540292,CN(C)CC(CSc1ccccc1)C(=O)c1ccc(OCc2ccccc2)cc1.Cl,50000.0,inactive,442.0240000000002,5.840200000000006,0.0,4.0,50000.0,4.301029995663981
44,46,CHEMBL544067,C=C(CN1CCOCC1)C(=O)c1ccc(OCc2ccccc2)cc1.Cl,100000.0,inactive,373.8800000000001,3.7585000000000033,0.0,4.0,100000.0,4.0
45,47,CHEMBL468975,C=C(CN(C)C)C(=O)c1ccccc1.Cl,100000.0,inactive,225.71900000000002,2.408900000000001,0.0,2.0,100000.0,4.0
46,48,CHEMBL542887,C=C(CN(C)C)C(=O)c1ccc(OCc2ccccc2)c(O)c1.Cl,50000.0,inactive,347.84200000000004,3.693500000000002,1.0,4.0,50000.0,4.301029995663981
47,49,CHEMBL552634,C=C(CN(C)C)C(=O)c1ccc(OS(=O)(=O)c2ccc(C(=O)N(C)C)cc2)cc1.Cl,70000.0,inactive,452.9600000000002,2.878400000000002,0.0,6.0,70000.0,4.154901959985743
48,50,CHEMBL552860,CN(C)CCC(=O)c1ccc(OCc2ccccc2)c(O)c1.Cl,100000.0,inactive,335.831,3.5274000000000028,1.0,4.0,100000.0,4.0
49,51,CHEMBL310580,C=C(CN(C)C)C(=O)c1ccc(OS(=O)(=O)c2ccc(C(=O)O)c(O)c2)cc1,50000.0,inactive,405.4280000000001,2.1586,2.0,7.0,50000.0,4.301029995663981
50,52,CHEMBL325023,Cc1nc(C)c(-c2[nH]nc3c2C(=O)c2c(NC(=O)NN4CCN(C)CC4)cccc2-3)s1,17600.0,inactive,437.5290000000002,2.64534,3.0,7.0,17600.0,4.7544873321858505
52,54,CHEMBL20867,Cc1ccc(C(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1,200.0,active,395.4660000000001,5.151340000000005,2.0,5.0,200.0,6.698970004336019
53,55,CHEMBL941,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,38.0,active,493.6150000000002,4.590320000000004,2.0,7.0,38.0,7.42021640338319
54,56,CHEMBL57581,FC(F)C(F)(F)Oc1cccc(Nc2nccc(-c3ccc(Cl)cc3)n2)c1,50000.0,inactive,397.7590000000002,5.777300000000003,1.0,4.0,50000.0,4.301029995663981
55,57,CHEMBL21162,Cc1ccc(NC(=O)c2ccc(Cl)cc2)cc1Nc1nccc(-c2cccnc2)n1,800.0,active,415.8840000000001,5.496320000000003,2.0,5.0,800.0,6.096910013008056
57,59,CHEMBL277931,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccccc1,400.0,active,367.41200000000003,4.534500000000002,2.0,5.0,400.0,6.3979400086720375
59,61,CHEMBL20252,Cc1ccc(NC(=O)c2ccc3ccccc3c2)cc1Nc1nccc(-c2cccnc2)n1,200.0,active,431.49900000000014,5.996120000000004,2.0,5.0,200.0,6.698970004336019
61,63,CHEMBL418279,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccc(F)cc1,200.0,active,385.40200000000004,4.673600000000002,2.0,5.0,200.0,6.698970004336019
62,64,CHEMBL55683,O=[N+]([O-])c1cccc(Nc2nccc(-c3ccncc3)n2)c1,61000.0,inactive,293.286,3.1904000000000003,1.0,6.0,61000.0,4.214670164989233
63,65,CHEMBL59099,NCCCNC(=O)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,400.0,active,348.41,2.3607999999999993,3.0,6.0,400.0,6.3979400086720375
64,66,CHEMBL57443,Nc1cccc(Nc2nccc(-c3ccncc3)n2)c1,600.0,active,263.30400000000003,2.8644000000000007,2.0,5.0,600.0,6.221848749616356
65,67,CHEMBL56669,CCCCCC(=O)Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1,200.0,active,361.4490000000001,4.801000000000003,2.0,5.0,200.0,6.698970004336019
66,68,CHEMBL58436,c1cc(Nc2nccc(-c3cccnc3)n2)cc(OCCn2ccnc2)c1,1000.0,active,358.4050000000001,3.5577000000000014,1.0,7.0,1000.0,6.0
67,69,CHEMBL59036,Cc1ccc(C(=O)Nc2cccc(Nc3nccc(-c4cccnc4)n3)c2)cc1,1000.0,active,381.4390000000001,4.842920000000004,2.0,5.0,1000.0,6.0
72,74,CHEMBL55379,FC(F)C(F)(F)Oc1cccc(Nc2nccc(-c3c[nH]c4ccccc34)n2)c1,370.0,active,402.35100000000017,5.605200000000003,2.0,4.0,370.0,6.431798275933005
74,76,CHEMBL56904,CN1CCN(Cc2ccc(C(=O)Nc3cccc(Nc4nccc(-c5cccnc5)n4)c3)cc2)CC1,100.0,active,479.5880000000002,4.281900000000003,2.0,7.0,100.0,7.0
75,77,CHEMBL418270,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1cccnc1,150.0,active,368.40000000000003,3.9295000000000018,2.0,6.0,150.0,6.823908740944319
76,78,CHEMBL293991,NCCCn1ccc2c(-c3ccnc(Nc4cccc(OC(F)(F)C(F)F)c4)n3)cccc21,350.0,active,459.44700000000006,5.427400000000003,2.0,6.0,350.0,6.455931955649724
77,79,CHEMBL418010,COc1ccccc1C(=O)Nc1ccc(C)c(Nc2nccc(-c3cccnc3)n2)c1,800.0,active,411.4650000000001,4.851520000000004,2.0,6.0,800.0,6.096910013008056
78,80,CHEMBL56359,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1cccs1,300.0,active,373.44100000000003,4.596000000000002,2.0,6.0,300.0,6.522878745280337
79,81,CHEMBL20926,Cc1ccc(NC(=O)c2ccccc2)cc1Nc1nccc(-c2cccnc2)n1,400.0,active,381.43900000000014,4.842920000000003,2.0,5.0,400.0,6.3979400086720375
82,84,CHEMBL55662,FC(F)C(F)(F)Oc1cccc(Nc2nccc(-c3ccncc3)n2)c1,100000.0,inactive,364.30200000000013,4.518900000000002,1.0,5.0,100000.0,4.0
83,85,CHEMBL55592,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccncc1,500.0,active,368.40000000000003,3.9295000000000018,2.0,6.0,500.0,6.301029995663981
84,86,CHEMBL57553,Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1,700.0,active,263.30400000000003,2.8644000000000007,2.0,5.0,700.0,6.154901959985743
85,87,CHEMBL56081,O=[N+]([O-])c1cccc(Nc2nccc(-c3cccnc3)n2)c1,34000.0,inactive,293.286,3.1904000000000012,1.0,6.0,34000.0,4.468521082957745
86,88,CHEMBL58142,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)C1CCCCC1,450.0,active,373.4600000000002,4.801000000000003,2.0,5.0,450.0,6.346787486224656
89,91,CHEMBL118904,O=[N+]([O-])c1cccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,10000.0,inactive,366.7680000000001,4.325100000000002,2.0,6.0,10000.0,5.0
93,95,CHEMBL122243,Nc1ncnc2c1c(-c1ccccc1)nn2-c1ccccc1,10000.0,inactive,287.326,3.064700000000001,1.0,5.0,10000.0,5.0
94,96,CHEMBL122245,COc1ccc(CNc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,10000.0,inactive,380.8390000000001,4.370600000000002,3.0,6.0,10000.0,5.0
96,98,CHEMBL332765,CN(C)c1ccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,10000.0,inactive,379.8550000000001,4.5595000000000026,3.0,6.0,10000.0,5.0
98,100,CHEMBL121190,Nc1[nH]cnc2nnc(Nc3cccc(Cl)c3)c1-2,410.0,active,260.68800000000005,2.2837000000000005,3.0,5.0,410.0,6.3872161432802645
99,101,CHEMBL331906,Oc1cccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,180.0,active,337.77000000000004,4.122500000000002,3.0,5.0,180.0,6.7447274948966935
101,103,CHEMBL122068,Nc1nc(N)c2c(Nc3cccc(Cl)c3)[nH]nc2n1,410.0,active,275.70300000000003,1.9142999999999997,4.0,6.0,410.0,6.3872161432802645
102,104,CHEMBL333231,Clc1cccc(CNc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,10000.0,inactive,385.2580000000001,5.015400000000001,3.0,5.0,10000.0,5.0
103,105,CHEMBL332971,COc1ccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,16500.0,inactive,351.7970000000001,4.425500000000002,2.0,5.0,16500.0,4.782516055786093
104,106,CHEMBL120703,CC(C)(C)OC(=O)Nc1ccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,10000.0,inactive,451.9180000000002,5.840500000000003,4.0,7.0,10000.0,5.0
106,108,CHEMBL420885,CC(C)(C)OC(=O)Nc1ccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,10000.0,inactive,436.9030000000001,5.763900000000003,3.0,6.0,10000.0,5.0
107,109,CHEMBL334026,Clc1cccc(Nc2[nH]nc3ncnc(Oc4cccc(Cl)c4)c23)c1,10000.0,inactive,372.2150000000001,5.1956000000000016,2.0,5.0,10000.0,5.0
109,111,CHEMBL119982,Clc1cccc(Nc2[nH]nc3ncnc(NCc4ccccc4)c23)c1,10000.0,inactive,350.81300000000005,4.362000000000001,3.0,5.0,10000.0,5.0
112,114,CHEMBL121954,Oc1cccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)c1,260.0,active,352.785,4.199100000000001,4.0,6.0,260.0,6.585026652029182
113,115,CHEMBL24828,COc1cc2c(Nc3ccc(Br)cc3F)ncnc2cc1OCC1CCN(C)CC1,86.0,active,475.36200000000036,5.004200000000005,1.0,6.0,86.0,7.0655015487564325
114,116,CHEMBL276711,Cc1cc(C)c(/C=C2\C(=O)Nc3ccccc32)[nH]1,10000.0,inactive,238.29000000000002,3.1242400000000004,2.0,1.0,10000.0,5.0
115,117,CHEMBL122411,COc1ccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,10000.0,inactive,366.81200000000007,4.502100000000002,3.0,6.0,10000.0,5.0
116,118,CHEMBL29197,COc1cc2ncnc(Nc3cccc(Br)c3)c2cc1OC,30.0,active,360.2110000000001,4.153100000000003,1.0,5.0,30.0,7.522878745280337
117,119,CHEMBL75232,Clc1ccc(Nc2nnc(Cc3ccncc3)c3ccccc23)cc1.O=C(O)CCC(=O)O,10000.0,inactive,464.9090000000002,4.948400000000003,3.0,6.0,10000.0,5.0
118,120,CHEMBL122182,Oc1ccc(Nc2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,150.0,active,352.78500000000014,4.199100000000001,4.0,6.0,150.0,6.823908740944319
122,124,CHEMBL118130,Oc1ccc(-c2[nH]nc3ncnc(Nc4cccc(Cl)c4)c23)cc1,240.0,active,337.77000000000004,4.122500000000002,3.0,5.0,240.0,6.619788758288394
123,129,CHEMBL2111784,C[C@H](Nc1cc(-c2sc(C3CCN(C)CC3)nc2-c2ccc(F)cc2)ccn1)c1ccccc1,10000.0,inactive,472.6330000000001,6.993500000000007,1.0,5.0,10000.0,5.0
124,131,CHEMBL343050,CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)NCCc1ccccc1)C(C)C,72000.0,inactive,576.5870000000002,1.2097000000000022,6.0,6.0,72000.0,4.142667503568732
125,134,CHEMBL137653,CCCCCCCCN(CCCCCCCC)C(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O)C(C)C,95900.0,inactive,696.8670000000002,5.400400000000005,5.0,6.0,95900.0,4.018181392829336
126,135,CHEMBL120185,CN1CCN(c2ccc3c(n2)nc(-c2ccc(F)cc2)n3-c2ccnc(NC3CCCC3)n2)CC1,10000.0,inactive,472.5720000000003,4.122900000000003,1.0,8.0,10000.0,5.0
127,136,CHEMBL121405,OC1(c2nc(-c3ccc(F)cc3)c(-c3ccnc(NC4CCCCC4)c3)o2)CCNCC1,10000.0,inactive,436.5310000000004,4.858300000000003,3.0,6.0,10000.0,5.0
130,140,CHEMBL405059,CCCCCN(CCCCC)C(=O)[C@H](C)NC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(OP(=O)(O)O)cc1)NC(C)=O)C(C)C,25700.0,inactive,612.7050000000002,3.059800000000002,5.0,6.0,25700.0,4.590066876668706
131,143,CHEMBL118258,CN1CCC(O)(c2cn(-c3ccnc(NC4CCCC4)n3)c(-c3cccc(C(F)(F)F)c3)n2)CC1,10000.0,inactive,486.54200000000026,4.615800000000004,2.0,7.0,10000.0,5.0
133,147,CHEMBL136289,CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@H](C(=O)N[C@H](C)C(=O)NCCC1CCCCC1)C(C)C,26000.0,inactive,582.6350000000001,1.9374000000000005,6.0,6.0,26000.0,4.585026652029182
134,149,CHEMBL539942,CC(=O)N[C@@H](Cc1ccc(OP(=O)(O)O)cc1)C(=O)N[C@H](C(=O)N[C@H](C)C(=O)NCCc1ccccc1)C(C)C,46200.0,inactive,576.5870000000002,1.2097000000000022,6.0,6.0,46200.0,4.335358024443875
135,151,CHEMBL185775,Cc1ccc(NC(=O)N2CCCCC2)cc1Nc1nccc(-c2cccnc2)n1,930.0,active,388.475,4.608420000000003,2.0,5.0,930.0,6.031517051446065
136,161,CHEMBL186652,Cc1ccc(NC(=O)Nc2cccc(Cl)c2)cc1Nc1nccc(-c2cccnc2)n1,175.0,active,430.89900000000017,5.888020000000004,3.0,5.0,175.0,6.756961951313706
137,162,CHEMBL187080,Cc1ccc(NC(=O)Nc2cccnc2)cc1Nc1nccc(-c2cccnc2)n1,1000.0,active,397.4420000000001,4.629620000000004,3.0,6.0,1000.0,6.0
138,163,CHEMBL434335,Cc1ccc(NC(=O)Nc2cccc(N(C)C)c2)cc1Nc1nccc(-c2cccnc2)n1,56.0,active,439.52300000000014,5.300620000000005,3.0,6.0,56.0,7.251811972993799
139,164,CHEMBL365673,CCN(CC)c1cccc(NC(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)c1,280.0,active,467.5770000000001,6.080820000000005,3.0,6.0,280.0,6.552841968657781
142,167,CHEMBL184742,Cc1ccc(NC(=O)Nc2cccc(N3CCCC3)c2)cc1Nc1nccc(-c2cccnc2)n1,52.0,active,465.56100000000015,5.834820000000005,3.0,6.0,52.0,7.2839966563652006
143,170,CHEMBL365277,Cc1ccc(NC(=O)Nc2ccccc2CN(C)C2CCCCC2)cc1Nc1nccc(-c2cccnc2)n1,870.0,active,521.6690000000003,6.999120000000007,3.0,6.0,870.0,6.060480747381382
144,173,CHEMBL370283,CSc1nn(-c2c(Cl)cc(Cl)cc2Cl)c2nc(C)[nH]c(=O)c12,500000.0,inactive,375.6680000000001,4.099320000000001,1.0,5.0,500000.0,3.3010299956639813
145,174,CHEMBL418203,CN1CCC(c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@@H](O)C1,110000.0,inactive,401.8460000000001,3.3046000000000015,3.0,6.0,110000.0,3.958607314841775
146,175,CHEMBL388978,CN[C@@H]1C[C@H]2O[C@@](C)([C@@H]1OC)n1c3ccccc3c3c4c(c5c6ccccc6n2c5c31)C(=O)NC4,30.0,active,466.5410000000003,4.354000000000003,2.0,6.0,30.0,7.522878745280337
147,176,CHEMBL288441,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,490.0,active,530.4560000000004,5.190380000000005,1.0,8.0,490.0,6.309803919971486
148,177,CHEMBL195029,COc1cc(Nc2c(C#N)cnc3cc4cc(OCCN5CCOCC5)c(OC)cc4cc23)c(Cl)cc1Cl,490.0,active,553.4460000000004,6.038280000000005,1.0,8.0,490.0,6.309803919971486
149,178,CHEMBL941,Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,38.0,active,493.6150000000002,4.590320000000004,2.0,7.0,38.0,7.42021640338319
150,179,CHEMBL277931,O=C(Nc1cccc(Nc2nccc(-c3cccnc3)n2)c1)c1ccccc1,400.0,active,367.41200000000003,4.534500000000002,2.0,5.0,400.0,6.3979400086720375
151,180,CHEMBL20867,Cc1ccc(C(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1,20.0,active,395.4660000000001,5.151340000000005,2.0,5.0,20.0,7.698970004336019
152,181,CHEMBL288441,COc1cc(Nc2c(C#N)cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)c(Cl)cc1Cl,1.1,active,530.4560000000004,5.190380000000005,1.0,8.0,1.1,8.958607314841775
153,182,CHEMBL120077,COc1cc2c(cc1OC)-c1n[nH]c(Nc3cccc(F)c3)c1C2,22.0,active,325.3430000000001,3.8808000000000016,2.0,4.0,22.0,7.657577319177793
154,183,CHEMBL199723,CN1CCN(CCc2ccc(NC(=O)c3cc(-c4ccc5c(c4)OCO5)cnc3O)cc2)CC1,20000.0,inactive,460.5340000000003,3.225100000000001,2.0,7.0,20000.0,4.698970004336019
155,185,CHEMBL381738,CN1CCN(CCCc2ccc(NC(=O)c3cc(-c4ccc5c(c4)OCO5)cnc3O)cc2)CC1,20000.0,inactive,474.56100000000026,3.6152000000000015,2.0,7.0,20000.0,4.698970004336019
156,186,CHEMBL370800,CN1CCN(Cc2ccc(NC(=O)c3cc(-c4ccc5c(c4)OCO5)cnc3O)cc2)CC1,20000.0,inactive,446.50700000000023,3.1826000000000016,2.0,7.0,20000.0,4.698970004336019
157,187,CHEMBL436509,CN1CCN(c2ccc(NC(=O)c3cc(-c4ccc5c(c4)OCO5)cnc3O)cc2)CC1,20000.0,inactive,432.4800000000002,3.187000000000002,2.0,7.0,20000.0,4.698970004336019
159,193,CHEMBL376945,c1csc(CNc2ccc3[nH]nc(-c4nc5cc(N6CCC(N7CCCCC7)CC6)ccc5[nH]4)c3c2)n1,10.0,active,512.6870000000005,5.629500000000005,3.0,7.0,10.0,8.0
160,194,CHEMBL211154,c1coc(CNc2ccc3[nH]nc(-c4nc5cc(N6CCC(N7CCCCC7)CC6)ccc5[nH]4)c3c2)c1,60.0,active,495.6310000000004,5.7660000000000045,3.0,6.0,60.0,7.221848749616356
161,195,CHEMBL377463,O=C(Nc1ccc2[nH]nc(-c3nc4cc(N5CCC(N6CCCCC6)CC5)ccc4[nH]3)c2c1)c1ccco1,150.0,active,509.6140000000004,5.406200000000005,3.0,6.0,150.0,6.823908740944319
162,196,CHEMBL378024,CC(C)(C)NC(=O)Nc1ccc2[nH]nc(-c3nc4cc(N5CCC(N6CCCCC6)CC5)ccc4[nH]3)c2c1,30.0,active,514.6780000000006,5.4809000000000045,4.0,5.0,30.0,7.522878745280337
163,197,CHEMBL209753,c1ccc(CN2CCC(Nc3ccc4[nH]nc(-c5nc6cc(N7CCC(N8CCCCC8)CC7)ccc6[nH]5)c4c3)CC2)cc1,7.0,active,588.8040000000003,6.637400000000007,3.0,6.0,7.0,8.154901959985743
164,198,CHEMBL384213,c1ccc(CNc2ccc3[nH]nc(-c4nc5cc(N6CCC(N7CCCCC7)CC6)ccc5[nH]4)c3c2)cc1,130.0,active,505.67000000000047,6.173000000000005,3.0,5.0,130.0,6.886056647693163
165,199,CHEMBL209266,COc1ccc(Oc2ccc3[nH]nc(-c4nc5cc(N6CCC(N7CCCCC7)CC6)ccc5[nH]4)c3c2)cc1,220.0,active,522.6530000000005,6.361800000000006,2.0,6.0,220.0,6.657577319177793
166,200,CHEMBL379987,COc1cccc(Oc2ccc3[nH]nc(-c4nc5cc(N6CCC(N7CCCCC7)CC6)ccc5[nH]4)c3c2)c1,60.0,active,522.6530000000005,6.361800000000006,2.0,6.0,60.0,7.221848749616356
167,201,CHEMBL211508,COc1ccccc1Oc1ccc2[nH]nc(-c3nc4cc(N5CCC(N6CCCCC6)CC5)ccc4[nH]3)c2c1,20.0,active,522.6530000000005,6.361800000000006,2.0,6.0,20.0,7.698970004336019
